id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,category,inasuit,suit,animated,pose,img
S2385,Trip in Summer,shoes,shoes,4,A,,,S,,A,,S,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2386,Guide Glimmer,shoes,shoes,5,A,,,SS,,S,,S,,A,Fairy,,,,,FALSE,,FALSE,FALSE,
S2387,Distant Wishes,shoes,shoes,5,B,,,SS,,SS,,S,A,,Fairy,,,,,FALSE,,FALSE,FALSE,
S2388,Secret Key,shoes,shoes,5,A,,SS,,,SS,S,,A,,Preppy,,,,,FALSE,,FALSE,FALSE,
S2389,Wave Treader,shoes,shoes,4,,A,SS,,,B,,S,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
S2390,Wave Treader · Red,shoes,shoes,4,,A,SS,,,B,,SS,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
S2391,Wave Treader · Black,shoes,shoes,4,,A,S,,,A,,SS,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
S2392,Wave Treader - Blue,shoes,shoes,4,,A,SS,,,B,,S,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
S2393,Daydreaming on the Streets,shoes,shoes,3,B,,,S,,S,,B,,B,POP,Sports,,,,FALSE,,FALSE,FALSE,
S2394,Daydreaming on the Streets · Purple,shoes,shoes,3,B,,,S,,S,,A,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
S2395,Daydreaming on the Streets · Blue,shoes,shoes,3,A,,,S,,S,,A,,B,POP,Sports,,,,FALSE,,FALSE,FALSE,
S2396,Daydreaming on the Streets · Orange,shoes,shoes,3,A,,,S,,S,,B,,A,POP,Sports,,,,FALSE,,FALSE,FALSE,
S2397,Subtle Love,shoes,shoes,3,,S,A,,,B,,S,B,,Lolita,,,,,FALSE,,FALSE,FALSE,
S2398,Subtle Love · Gorgeous,shoes,shoes,4,A,,SS,,,A,,SS,B,,Lolita,,,,,FALSE,,FALSE,FALSE,
S2399,Subtle Love · Epic,shoes,shoes,5,SS,,A,,,A,,SS,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
S2400,Subtle Love · Night,shoes,shoes,5,SS,,A,,,A,,S,S,,Lolita,,,,,FALSE,,FALSE,FALSE,
S2401,Song of Soaring Bird,shoes,shoes,4,S,,,S,A,,,B,,SS,Traditional,,,,,FALSE,,FALSE,FALSE,
S2402,Song of Soaring Bird · Twilight,shoes,shoes,4,B,,,S,SS,,,A,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
S2403,Song of Soaring Bird · Sky,shoes,shoes,4,A,,,S,S,,,A,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
S2404,Crispy Memories,shoes,shoes,4,,A,,S,,A,,S,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2405,Crispy Memories · Secret,shoes,shoes,4,,B,,S,,A,,SS,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2406,Crispy Memories · Forest,shoes,shoes,4,,A,,S,,A,,S,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2407,Life Journey,shoes,shoes,4,A,,A,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2408,Heartful Comfort,shoes,shoes,4,A,,B,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2409,Trace of Love,shoes,shoes,4,A,,A,,S,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2410,Signal of Waggle Dance,shoes,shoes,3,,S,,S,,A,,B,B,,,,,,,FALSE,,FALSE,FALSE,
S2411,Signal of Waggle Dance · Gorgeous,shoes,shoes,4,S,,,S,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2412,Signal of Waggle Dance · Epic,shoes,shoes,5,SS,,,A,,SS,,S,A,,,,,,,FALSE,,FALSE,FALSE,
S2413,Illusionary Signal,shoes,shoes,5,SS,,,A,,SS,,A,S,,,,,,,FALSE,,FALSE,FALSE,
S2414,Buzzing Signal,shoes,shoes,5,SS,,,A,,SS,,B,A,,,,,,,FALSE,,FALSE,FALSE,
S2415,Tough Fighter,shoes,shoes,5,A,,SS,,S,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
S2416,Tough Fighter · Pure,shoes,shoes,5,A,,SS,,SS,,A,,B,,,,,,,FALSE,,FALSE,FALSE,
S2417,Collapsed World,shoes,shoes,5,S,,A,,SS,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2418,Wand of Time,shoes,shoes,5,SS,,,SS,,A,A,,A,,Fairy,,,,,FALSE,,FALSE,FALSE,
S2419,Deep Lake,shoes,shoes,4,A,,S,,S,,,A,A,,Modern China,,,,,FALSE,,FALSE,FALSE,
S2420,Another Pace,shoes,shoes,4,,SS,,A,S,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2421,Dance of Wheels,shoes,shoes,5,A,,,SS,,SS,A,,,A,Street,,,,,FALSE,,FALSE,FALSE,
S2422,Pink Wheel,shoes,shoes,5,A,,,SS,,SS,A,,,S,Street,,,,,FALSE,,FALSE,FALSE,
S2423,Blue Fantasy,shoes,shoes,4,A,,,A,,SS,,S,,A,Sailor,,,,,FALSE,,FALSE,FALSE,
S2424,Feathered Shoes,shoes,shoes,4,A,,SS,,B,,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2425,Stroll in Garden,shoes,shoes,3,,S,A,,,B,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2426,Ocean Cruise,shoes,shoes,5,A,,S,,,SS,,SS,,B,,,,,,FALSE,,FALSE,FALSE,
S2427,Blunt Blade,shoes,shoes,6,A,,SS,,SS,,S,,A,,European,,,,,FALSE,,FALSE,FALSE,
S2428,Way of Justice,shoes,shoes,5,A,,S,,SS,,S,,,S,Britain,,,,,FALSE,,FALSE,FALSE,
S2429,Down the Alloy,shoes,shoes,5,A,,SS,,SS,,A,,A,,Britain,,,,,FALSE,,FALSE,FALSE,
S2430,Hidden Treasury,shoes,shoes,5,A,,SS,,S,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
S2431,Sealed Place,shoes,shoes,5,A,,SS,,SS,,A,,S,,,,,,,FALSE,,FALSE,TRUE,
S2432,Step on the Moon,shoes,shoes,4,A,,SS,,,A,,S,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2433,Romantic Serenade,shoes,shoes,4,,A,S,,S,,,A,B,,,,,,,FALSE,,FALSE,FALSE,
S2434,Pure White Shell,shoes,shoes,4,,S,,A,,A,,SS,,B,,,,,,FALSE,,FALSE,FALSE,
S2435,Warm Color Shell,shoes,shoes,4,,S,,A,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2436,Morning of Green Leaves,shoes,shoes,4,,B,SS,,A,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
S2437,Dusk of Fallen Leaves,shoes,shoes,4,,A,S,,B,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2438,Arrive by Light,shoes,shoes,4,A,,A,,SS,,S,,A,,Gothic,,,,,FALSE,,FALSE,FALSE,
S2439,Capering in the Light,shoes,shoes,5,A,,SS,,A,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
S2440,Merciless Hunting,shoes,shoes,4,,B,,A,SS,,S,,,A,Gothic,,,,,FALSE,,FALSE,FALSE,
S2441,Gorgeous Waltz,shoes,shoes,3,,A,S,,S,,B,,,B,,,,,,FALSE,,FALSE,FALSE,
S2443,Ardent Sound Waves,shoes,shoes,5,S,,,SS,A,,SS,,,A,Musician,,,,,FALSE,,FALSE,FALSE,
S2444,Butterfly Steps,shoes,shoes,5,A,,SS,,SS,,,A,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2445,Rescue Operation,shoes,shoes,5,A,,,SS,,SS,,A,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
S2446,Maze of Mist,shoes,shoes,5,S,,A,,S,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2447,Secret Door,shoes,shoes,5,A,,S,,SS,,S,,,S,,,,,,FALSE,,FALSE,FALSE,
S2448,Flying and Hovering,shoes,shoes,5,A,,SS,,A,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2449,Frost Moon,shoes,shoes,5,A,,A,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2450,Trample the Turbulence,shoes,shoes,5,B,,A,,SS,,SS,,,A,Swordsman,,,,,FALSE,,FALSE,FALSE,
S2451,Peaceful Rest,shoes,shoes,5,A,,SS,,SS,,,A,S,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2452,Tenderness of Light,shoes,shoes,5,A,,S,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2453,Logical Calculation,shoes,shoes,5,A,,,A,SS,,S,,,A,Future,,,,,FALSE,,FALSE,FALSE,
S2454,Folk Rhyme,shoes,shoes,5,A,,S,,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2455,Cocoa Bean Crisis,shoes,shoes,5,A,,,SS,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2456,Steady Footsteps,shoes,shoes,3,A,,S,,S,,,B,,A,,,,,,FALSE,,FALSE,FALSE,
S2457,Raw Chocolate with Berry,shoes,shoes,4,A,,,S,,S,,A,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2458,Warm Sunlight,shoes,shoes,4,A,,SS,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2459,Fashion Step,shoes,shoes,4,A,,,S,,A,,S,,A,Sports,Street,,,,FALSE,,FALSE,FALSE,
S2460,Fashion Step·Orange,shoes,shoes,4,A,,,SS,,B,,SS,,B,Sports,Street,,,,FALSE,,FALSE,FALSE,
S2461,Viburnum in House,shoes,shoes,3,,A,S,,,B,,B,S,,Winter,,,,,FALSE,,FALSE,FALSE,
S2462,Light Tone,shoes,shoes,5,S,,SS,,SS,,S,,A,,Kimono,,,,,FALSE,,FALSE,FALSE,
S2463,Little Story,shoes,shoes,3,,A,S,,S,,,A,B,,Chic,,,,,FALSE,,FALSE,FALSE,
S2464,Sweet Persimmon,shoes,shoes,5,,A,,A,,SS,,A,S,,Winter,,,,,FALSE,,FALSE,FALSE,
S2465,Gold Wire Texture,shoes,shoes,5,A,,SS,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2466,Wheel of Fate,shoes,shoes,5,A,,SS,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2467,Fantastic Voyage,shoes,shoes,3,,S,,SS,,A,B,,,B,,,,,,FALSE,,FALSE,FALSE,
S2468,Fantastic Voyage - Gorgeous,shoes,shoes,4,B,,,S,,SS,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2469,Fantastic Voyage - Treasured,shoes,shoes,5,SS,,,SS,,S,B,,,A,,,,,,FALSE,,FALSE,FALSE,
S2470,Fantastic Voyage - Dream,shoes,shoes,5,SS,,,SS,,S,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2471,Shape Dimly Seen,shoes,shoes,5,A,,SS,,A,,,SS,,S,,,,,,FALSE,,FALSE,FALSE,
S2472,Good Omen,shoes,shoes,5,A,,SS,,SS,,S,,,A,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2474,Star in Daydream,shoes,shoes,5,A,,,SS,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2475,Say and Go,shoes,shoes,3,,B,S,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2476,Late Night Ballad,shoes,shoes,5,SS,,A,,S,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
S2477,Starlight Fairy Tale,shoes,shoes,5,S,,,SS,,A,,SS,,A,Future,,,,,FALSE,,FALSE,FALSE,
S2478,Celebrate the Best Time,shoes,shoes,5,A,,SS,,,S,,SS,A,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2479,Magnificent Night,shoes,shoes,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2480,Literal Extraction,shoes,shoes,5,S,,SS,,,A,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2481,Rule Guardian,shoes,shoes,5,A,,,S,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2482,Classic Flavor,shoes,shoes,5,A,,,SS,,SS,,A,A,,Lolita,,,,,FALSE,,FALSE,FALSE,
S2483,Blue Sky as Crystal,shoes,shoes,5,A,,,A,,SS,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2484,Jumping Style,shoes,shoes,4,,S,,S,,B,A,,,A,Sports,,,,,FALSE,,FALSE,FALSE,
S2485,Simple Street,shoes,shoes,3,,A,S,,,S,B,,,B,,,,,,FALSE,,FALSE,FALSE,
S2486,Steady Pace,shoes,shoes,4,A,,SS,,A,,,B,S,,Chic,Winter,,,,FALSE,,FALSE,FALSE,
S2487,Warm Night Expectation,shoes,shoes,4,A,,A,,,SS,,A,S,,POP,Winter,,,,FALSE,,FALSE,FALSE,
S2488,Bouncing Pace,shoes,shoes,5,,A,,S,,SS,,S,A,,Future,,,,,FALSE,,FALSE,FALSE,
S2489,Fragrant Butterfly,shoes,shoes,5,SS,,A,,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2490,Calling from Stars,shoes,shoes,4,A,,,SS,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2491,Calling from Stars - Passion,shoes,shoes,4,A,,,SS,A,,,S,A,,,,,,,FALSE,,FALSE,FALSE,
S2492,Calling from Stars - Silence,shoes,shoes,4,A,,,S,B,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2493,Seeking the Truth,shoes,shoes,4,,S,B,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2494,Seeking the Truth - Green,shoes,shoes,4,,S,A,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2495,Seeking the Truth - Brown,shoes,shoes,4,,S,A,,B,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2496,Sudden Impact,shoes,shoes,4,A,,,SS,,S,A,,,A,Animal,,,,,FALSE,,FALSE,FALSE,
S2497,Sudden Impact - Yellow,shoes,shoes,4,A,,,S,,S,A,,,A,Animal,,,,,FALSE,,FALSE,FALSE,
S2498,Sudden Impact - Pink,shoes,shoes,4,A,,,SS,,S,B,,,A,Animal,,,,,FALSE,,FALSE,FALSE,
S2499,Gathering Dusk,shoes,shoes,4,,B,SS,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2500,Gathering Dusk - Maple,shoes,shoes,4,,A,S,,SS,,,A,B,,,,,,,FALSE,,FALSE,FALSE,
S2501,Gathering Dusk - Tan,shoes,shoes,4,,A,S,,S,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2502,Gathering Dusk - Frost,shoes,shoes,4,,B,SS,,SS,,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2503,Dance with Dream,shoes,shoes,4,S,,S,,,A,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2504,Dance with Dream - Autumn,shoes,shoes,4,SS,,S,,,A,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2505,Dance with Dream - Summer,shoes,shoes,4,SS,,S,,,B,,B,A,,,,,,,FALSE,,FALSE,FALSE,
S2506,Dance with Dream - Winter,shoes,shoes,4,SS,,S,,,A,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2507,Dawn of Dream,shoes,shoes,3,S,,,A,,S,,A,B,,,,,,,FALSE,,FALSE,FALSE,
S2508,Dawn of Dream - Gorgeous,shoes,shoes,4,SS,,,A,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2509,Dawn of Dream - Epic,shoes,shoes,5,SS,,,A,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2510,Dawn of Dream - Jade,shoes,shoes,5,SS,,,S,,SS,,S,A,,,,,,,FALSE,,FALSE,FALSE,
S2511,Dawn of Dream - Light Tea,shoes,shoes,5,SS,,,S,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2513,Aspiration of Spring,shoes,shoes,3,A,,S,,S,,B,,,B,,,,,,FALSE,,FALSE,FALSE,
S2514,Aspiration of Spring - Gorgeous,shoes,shoes,4,S,,S,,S,,B,,,A,,,,,,FALSE,,FALSE,FALSE,
S2515,Aspiration of Spring - Epic,shoes,shoes,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2516,Aspiration of Spring - Spring,shoes,shoes,5,S,,S,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2517,Aspiration of Spring - Autumn,shoes,shoes,5,A,,SS,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2518,Playing in the Sky,shoes,shoes,5,SS,,A,,,S,,A,S,,,,,,,FALSE,,FALSE,FALSE,
S2519,Keen Fawn,shoes,shoes,5,S,,,A,,SS,,S,S,,Winter,,,,,FALSE,,FALSE,FALSE,
S2520,Shiny Ice,shoes,shoes,5,S,,S,,,SS,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2521,Silence of Doom,shoes,shoes,5,S,,A,,SS,,S,,S,,,,,,,FALSE,,FALSE,FALSE,
S2522,Find the Destiny,shoes,shoes,4,A,,S,,,SS,,A,B,,,,,,,FALSE,,FALSE,FALSE,
S2523,Long Street Perfumed,shoes,shoes,5,,A,,SS,,S,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2524,Over Ten Miles,shoes,shoes,5,,A,,SS,,S,,A,,S,,,,,,FALSE,,FALSE,TRUE,
S2527,Across the Dawn,shoes,shoes,6,SS,,SS,,S,,A,,A,,European,,,,,FALSE,,FALSE,FALSE,
S2528,Bell in Twilight,shoes,shoes,4,,S,A,,,S,,A,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2529,Joy Sheltered,shoes,shoes,4,A,,,A,,SS,,A,SS,,Modern China,,,,,FALSE,,FALSE,FALSE,
S2530,Afternoon Stroll,shoes,shoes,3,,B,S,,,A,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2531,Crackle Firework,shoes,shoes,4,A,,,S,,A,A,,S,,,,,,,FALSE,,FALSE,FALSE,
S2532,Song of Tomorrow,shoes,shoes,5,S,,SS,,,S,,A,S,,European,,,,,FALSE,,FALSE,FALSE,
S2533,Cloud Comes and Goes,shoes,shoes,5,A,,,A,,SS,,A,SS,,Winter,Chinese Classical,,,,FALSE,,FALSE,FALSE,
S2535,Inenarrable Glamour,shoes,shoes,5,,A,SS,,S,,,S,,A,Chinese Classical,,,,,TRUE,Cherish This Night,FALSE,FALSE,
S2537,The Other Domain,shoes,shoes,5,A,,SS,,,A,,SS,,A,,,,,,FALSE,,FALSE,FALSE,
S2538,Layered Fragrances,shoes,shoes,5,SS,,SS,,S,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2539,Elegant as Orchid,shoes,shoes,5,S,,S,,,A,,S,,S,Modern China,,,,,FALSE,,FALSE,FALSE,
S2540,Elegant as Orchid · Night,shoes,shoes,5,S,,S,,,S,,S,,A,Modern China,,,,,FALSE,,FALSE,FALSE,
S2541,Elegant as Orchid · Dawn,shoes,shoes,5,A,,SS,,,S,,SS,,A,Modern China,,,,,FALSE,,FALSE,FALSE,
S2542,Seeking the Self,shoes,shoes,5,A,,A,,SS,,SS,,A,,Unisex,Traditional,,,,FALSE,,FALSE,FALSE,
S2543,Seeking the Self · Idea,shoes,shoes,5,S,,A,,SS,,SS,,A,,Unisex,Traditional,,,,FALSE,,FALSE,FALSE,
S2544,Seeking the Self · Cast,shoes,shoes,5,A,,A,,S,,SS,,S,,Unisex,Traditional,,,,FALSE,,FALSE,FALSE,
S2545,Lunar Period,shoes,shoes,5,A,,SS,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2546,Lunar Period · Plenilune,shoes,shoes,5,A,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2547,Lunar Period · New Moon,shoes,shoes,5,A,,S,,SS,,S,,,A,,,,,,FALSE,,FALSE,FALSE,
S2548,Swallow in Palace,shoes,shoes,5,S,,,SS,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2549,Desire of Marionette,shoes,shoes,5,S,,SS,,SS,,A,,,S,,,,,,FALSE,,FALSE,FALSE,
S2550,Infinite Vigor,shoes,shoes,5,A,,SS,,A,,,SS,A,,,,,,,FALSE,,FALSE,FALSE,
S2551,Before Encounter,shoes,shoes,5,B,,S,,SS,,SS,,A,,,,,,,FALSE,,FALSE,FALSE,
S2552,Shimmering Constellation,shoes,shoes,5,S,,,A,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2553,Prairie Fire,shoes,shoes,5,S,,A,,S,,SS,,,S,,,,,,FALSE,,FALSE,FALSE,
S2554,Trip against the Wind,shoes,shoes,5,A,,S,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2555,Question from Nowhere,shoes,shoes,5,A,,SS,,SS,,A,,A,,,,,,,FALSE,,FALSE,FALSE,
S2556,Hot Dance,shoes,shoes,5,,A,,A,S,,S,,,A,Bohemia,,,,,FALSE,,FALSE,FALSE,
S2557,Wind Whisper in Painting,shoes,shoes,5,A,,SS,,A,,,SS,S,,Chinese Classical,,,,,FALSE,,FALSE,FALSE,
S2558,Happy Wander,shoes,shoes,5,S,,,SS,,S,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2559,Happy Wander · Sweet,shoes,shoes,5,A,,,SS,,SS,,A,S,,,,,,,FALSE,,FALSE,FALSE,
S2560,Silent Heart,shoes,shoes,5,,SS,SS,,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2561,Fascinating Beauty,shoes,shoes,5,A,,SS,,SS,,A,,,A,Chic,,,,,FALSE,,FALSE,FALSE,
S2562,Primitive Atmosphere,shoes,shoes,3,,S,,A,,B,,S,,A,,,,,,FALSE,,FALSE,FALSE,
S2563,Sweet and Sour Melody,shoes,shoes,4,A,,,S,,S,,A,,A,POP,,,,,FALSE,,FALSE,FALSE,
S2564,Spring Cloud,shoes,shoes,4,,SS,A,,,A,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2565,Displacement,shoes,shoes,5,A,,,SS,,A,SS,,,S,Gothic,,,,,FALSE,,FALSE,FALSE,
S2566,Moonlight,shoes,shoes,4,A,,S,,SS,,A,,,A,Britain,,,,,FALSE,,FALSE,FALSE,
S2567,Space Beyond,shoes,shoes,4,A,,A,,S,,S,,,A,Street,,,,,TRUE,Galactic Cruise,FALSE,FALSE,
S2568,Space Beyond - Red,shoes,shoes,4,A,,A,,S,,SS,,,B,Street,,,,,TRUE,Galactic Cruise,FALSE,FALSE,
S2569,Space Beyond - Yellow,shoes,shoes,4,A,,S,,S,,S,,,B,Street,,,,,TRUE,Galactic Cruise,FALSE,FALSE,
S2570,A Dream of Love,shoes,shoes,5,S,,SS,,,S,,A,,S,,,,,,FALSE,,FALSE,FALSE,
S2571,Hearing the String,shoes,shoes,5,S,,SS,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2572,Command of the World,shoes,shoes,5,A,,A,,SS,,S,,S,,Army,,,,,FALSE,,FALSE,FALSE,
S2573,Hazy Tracks,shoes,shoes,5,A,,S,,SS,,SS,,,A,Traditional,,,,,FALSE,,FALSE,FALSE,
S2574,Happy Wander · Ocean,shoes,shoes,5,A,,,SS,,SS,,A,S,,,,,,,FALSE,,FALSE,FALSE,
S2575,Fairies' Dream Land,shoes,shoes,4,S,,,A,,S,,S,,B,,,,,,FALSE,,FALSE,FALSE,
S2576,Virtual Fighting,shoes,shoes,4,A,,,SS,,SS,,A,A,,Street,,,,,FALSE,,FALSE,FALSE,
S2578,Flickering Amble,shoes,shoes,4,A,,A,,,SS,,S,,A,,,,,,TRUE,Snowfall Chime,FALSE,FALSE,
S2579,Flickering Amble - Poetry,shoes,shoes,4,A,,A,,,SS,,S,,B,,,,,,TRUE,Snowfall Chime,FALSE,FALSE,
S2580,Flickering Amble - Song,shoes,shoes,4,B,,A,,,S,,SS,,B,,,,,,TRUE,Snowfall Chime,FALSE,FALSE,
S2581,Cultural Performance,shoes,shoes,5,A,,SS,,SS,,,A,S,,,,,,,FALSE,,FALSE,FALSE,
S2582,Unabated Pursuit,shoes,shoes,4,,A,,S,SS,,A,,,A,Sports,,,,,FALSE,,FALSE,FALSE,
S2583,On a Long Journey,shoes,shoes,3,,S,S,,,A,,A,,A,,,,,,FALSE,,FALSE,FALSE,
S2584,Golden Journey,shoes,shoes,5,A,,,SS,,SS,,A,A,,,,,,,FALSE,,FALSE,FALSE,
S2585,Ingenuity of Layers,shoes,shoes,5,S,,SS,,,A,,S,S,,,,,,,FALSE,,FALSE,FALSE,
S2586,Spring Buds,shoes,shoes,5,A,,SS,,,A,,SS,,A,Kimono,,,,,FALSE,,FALSE,FALSE,
S2587,Elemental Magic,shoes,shoes,4,A,,S,,S,,,A,A,,Preppy,,,,,FALSE,,FALSE,FALSE,
S2588,Talent of Adventure,shoes,shoes,4,A,,,S,,S,,S,B,,Preppy,,,,,FALSE,,FALSE,FALSE,
S2589,Noisy Stream,shoes,shoes,5,A,,A,,SS,,SS,,,A,,,,,,FALSE,,FALSE,FALSE,
S2590,Greenery in Valley,shoes,shoes,3,B,,S,,S,,,A,A,,,,,,,TRUE,Melody in Windvale,FALSE,FALSE,
S2591,Greenery in Valley Â· Return,shoes,shoes,3,B,,S,,SS,,,A,B,,,,,,,TRUE,Melody in Windvale,FALSE,FALSE,
S2592,Greenery in Valley Â· Seek,shoes,shoes,3,B,,S,,S,,,A,A,,,,,,,TRUE,Melody in Windvale,FALSE,FALSE,
S2593,Spring Comes,shoes,shoes,3,,S,A,,,B,,S,,B,,,,,,TRUE,Viburnum Night,FALSE,FALSE,
S2594,Spring Comes Â· Pink,shoes,shoes,3,,S,A,,,B,,S,,B,,,,,,TRUE,Viburnum Night,FALSE,FALSE,
S2595,Spring Comes Â· Blue,shoes,shoes,3,,S,B,,,A,,S,,A,,,,,,TRUE,Viburnum Night,FALSE,FALSE,
S2596,Meticulous Embroidery,shoes,shoes,4,A,,,S,,SS,,B,,A,Lolita,,,,,TRUE,Bear Daisy,FALSE,FALSE,
S2597,Meticulous Embroidery Â· Idea,shoes,shoes,4,A,,,S,,S,,A,,A,Lolita,,,,,TRUE,Bear Daisy,FALSE,FALSE,
S2598,Meticulous Embroidery Â· Dream,shoes,shoes,4,B,,,SS,,S,,A,,A,Lolita,,,,,TRUE,Bear Daisy,FALSE,FALSE,
S2599,Faraway Message,shoes,shoes,4,B,,SS,,B,,,SS,A,,,,,,,TRUE,Winter Love Letter,FALSE,FALSE,
S2600,Faraway Message Â· Winter,shoes,shoes,4,A,,SS,,B,,,S,A,,,,,,,TRUE,Winter Love Letter,FALSE,FALSE,
S2601,Lunar Emissary,shoes,shoes,5,S,,,SS,A,,SS,,,A,Multicultural,,,,,FALSE,,FALSE,FALSE,
S2602,Listening Castle,shoes,shoes,5,S,,A,,SS,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
S2603,Oath of Memory,shoes,shoes,5,A,,S,,SS,,A,,,A,,,,,,FALSE,,FALSE,FALSE,
S2604,Oath of Memory - Shadow,shoes,shoes,5,A,,S,,SS,,B,,,A,,,,,,FALSE,,FALSE,FALSE,
S2605,Whispers in Night,shoes,shoes,5,A,,A,,SS,,SS,,S,,,,,,,FALSE,,FALSE,FALSE,
S2606,Scented Rainy Season,shoes,shoes,4,A,,A,,,S,,S,,A,Rain,,,,,TRUE,Season of Blooming,FALSE,FALSE,
S2607,Hill as Eyebrow,shoes,shoes,3,,S,,S,,A,,A,,A,,,,,,TRUE,Moon and Carp,FALSE,FALSE,
