id,name,type,subtype,rarity,gorgeous,simple,elegant,lively,mature,cute,sexy,pure,warm,cool,tag1,tag2,maincolor,othercolor,tertiarycolor,category,suit,inasuit,animated,pose,desc
81266,Dream Maid,accessory,veil,5,A,,A,,SS,,SS,,,A,Fairy,,Blue,Purple,,,,FALSE,FALSE,FALSE,The bell rings the 12th time. Liliana by the window suddenly awakes. It's like a dream.
81267,Maid's Image·Dream,accessory,right handheld,5,A,,SS,,SS,,A,,,S,,,Purple,Blue,,,,FALSE,FALSE,FALSE,"There is a whole world in my suitcase. Of course, it is only a maiden's imagination."
81268,Silent Florescence,accessory,hair ornament,3,,SS,S,,,A,,A,,B,,,Brown,White,,,,FALSE,FALSE,FALSE,His face became distinct in the soft moonlight. Tomorrow is destined to be the day of departure.
81269,Elegant Fragrance,accessory,right handheld,3,,S,S,,,A,,B,,A,,,Green,Red,,,,FALSE,FALSE,FALSE,"Sir, please take this flower.' The aroma still lingers around her fingers-thank you, dear girl."
81270,Silent Florescence ·Rare,accessory,hair ornament,4,SS,,S,,A,,B,,,A,,,Brown,White,,Pigeon,Silent Flowering,TRUE,FALSE,FALSE,"He made his promise with his sincere words. Year after year, she never regrets to be with him."
81271,Fragrant Aroma,accessory,right handheld,4,SS,,SS,,,A,,A,,A,,,Brown,Red,,Pigeon,Silent Flowering,TRUE,FALSE,FALSE,Thanks for the flower and your support.' Sorry. If we meet in the afterlife...
81272,Spiritual Bass Drum,accessory,both handheld,4,A,,S,,SS,,A,,,A,,,Silver,White,,Troupe,March of Lilith,TRUE,FALSE,FALSE,"Nukina insists that bass drum is the foundation and soul of music, though people easily ignore it."
81273,Exclusive Gloves,accessory,gloves,4,SS,,S,,,A,,S,,B,,,White,Purple,,Troupe,March of Lilith,TRUE,FALSE,FALSE,"Sometimes slow and elegant, sometimes intense and dynamic. With my drum, the whole world is my stage."
81274,Hovering Wings,accessory,veil,4,SS,,SS,,,B,,A,,A,,,White,Brown,,Troupe,March of Lilith,TRUE,FALSE,FALSE,"In Lilith's Game, as the doves are released to sky, Nukina's performance catches everyone's attention."
81275,Orchis Talk,accessory,hair ornament,3,,S,SS,,B,,,A,,B,,,White,Brown,,,,FALSE,FALSE,FALSE,Do you know? Flowers can talk.
81276,Orchis Oracle,accessory,right handheld,3,,S,S,,A,,,B,,A,,,Silver,White,,,,FALSE,FALSE,FALSE,"If the quiet orchid knows, it will understand."
81277,Beautiful Orchis,accessory,hair ornament,4,S,,S,,A,,,S,,A,,,White,Yellow,,,,FALSE,FALSE,FALSE,Do you know? Flowers can talk. But Miss Simbeldean never share what the flowers have told her.
81278,Snow Orchis Oracle,accessory,right handheld,4,A,,SS,,S,,,A,,A,,,Pink,White,,,,FALSE,FALSE,FALSE,"If the quiet orchid knows, it will understand. It stays at her side and never leaves."
81279,Snow Orchis in Ears,accessory,hair ornament,5,SS,,SS,,S,,,A,,A,,,White,,,Pigeon,Magnolia Scent,TRUE,FALSE,FALSE,"Be friends with flowers, you'll realize that the silence speaks louder."
81280,Oracle of Fragrance,accessory,right handheld,5,SS,,SS,,A,,,A,,A,,,Silver,White,,Pigeon,Magnolia Scent,TRUE,FALSE,FALSE,"If the orchid knows, it will understand. As long as the minds meet, people won't be really parted."
81281,Words of Quiet Orchis,accessory,hair ornament,5,S,,S,,SS,,S,,,A,,,Purple,Pink,,,,FALSE,FALSE,FALSE,"After the orchid event, Miss Simbeldean returns to her quiet and secluded life."
81282,Oracle of Orchis,accessory,right handheld,5,SS,,S,,S,,S,,,A,,,Silver,Blue,,,,FALSE,FALSE,FALSE,"The story of Miss Simbeldean, the peerless beauty, is well known. Though she never cares."
81283,Aurora Gloves,accessory,gloves,3,,SS,B,,S,,B,,,B,,,Silver,Blue,,,,FALSE,FALSE,FALSE,"Science is charming. Physics, chemistry, biology... The place is not a ruin anymore."
81284,Aurora Gloves·Rare,accessory,gloves,4,A,,SS,,S,,A,,,A,,,Blue,White,,,,FALSE,FALSE,FALSE,Decompose-Recompose was such a big news that all scientists devote themselves to the research.
81285,Aurora Oval,accessory,foreground,4,B,,SS,,S,,B,,,S,,,Blue,,,,,FALSE,FALSE,FALSE,"Everything seems to be getting better, but it failed at last. The research became a disaster."
81286,Aurora Mirror,accessory,face accessory,5,SS,,SS,,A,,A,,,S,,,Blue,Silver,,Ruin,Aurora Oval,TRUE,FALSE,FALSE,The scientific and technical aesthetics fills all the corners of Ruin Island.
81287,Phantom Technology,accessory,left handheld,5,S,,SS,,S,,S,,,S,,,Blue,Silver,,Ruin,Aurora Oval,TRUE,FALSE,FALSE,"Nowadays, the achievements of scientists are not only shown in science, but also in fashion."
81288,Aurora Gloves·Epic,accessory,gloves,5,A,,A,,SS,,SS,,,A,,,Silver,Blue,,Ruin,Aurora Oval,TRUE,FALSE,FALSE,"As time goes, the past was forgotten gradually. Decompose and Recompose was no longer remembered."
81289,Aurora Oval·Rare,accessory,foreground,5,SS,,SS,,B,,S,,,S,,,Blue,,,Ruin,Aurora Oval,TRUE,FALSE,FALSE,You can hardly imagine that once a small island now becomes one of seven nations of Miraland.
81290,Aurora Mirror·Yellow,accessory,face accessory,5,SS,,SS,,A,,S,,,A,,,Black,Yellow,,,,FALSE,FALSE,FALSE,"Ancient skills were successfully revealed, but they are not enough for new problems."
81291,Aurora Oval·Yellow,accessory,foreground,5,SS,,SS,,A,,A,,,A,,,Yellow,Gold,,,,FALSE,FALSE,FALSE,"After arduous works day and night, the technology of Decompose and Recompose was back."
81292,Aurora Gloves·Yellow,accessory,gloves,5,A,,S,,SS,,A,,,S,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,All the scientists now focus on Arora technology. It will benefit the whole land.
81293,Phantom Technology·Yellow,accessory,left handheld,5,S,,SS,,S,,A,,,A,,,Yellow,Gold,,,,FALSE,FALSE,FALSE,Ancient technology is not good enough to affect present articles. Aurora becomes helpless.
81294,Diversity Jadestone,accessory,hair ornament,4,,SS,S,,A,,A,,A,,,,Silver,Blue,,,,FALSE,FALSE,FALSE,"Bai Jinjin, lovers pray in front of this stone will be blessed.' 'Fool. We won't separate anyway.'"
81295,Diversity Jadestone·Yin,accessory,hair ornament,5,A,,SS,,SS,,A,,A,,,,Silver,Blue,,Cloud,Mist Fairy,TRUE,FALSE,FALSE,"On the second night, in thirst and hunger, I came out but to find the court has been burnt."
81296,Diversity Jadestone·Yang,accessory,hair ornament,5,A,,SS,,A,,,SS,A,,,,Silver,Blue,,,,FALSE,FALSE,FALSE,"I told my allies the back yard was clear, then I dressed a corpse in my clothes and threw it into the burning hall."
81297,Clarinet,accessory,right handheld,4,S,,SS,,A,,,A,B,,,,Brown,White,,Troupe,Clarinet Concerto,TRUE,FALSE,FALSE,High pitch is loud and clear; alto voice is limpid and melodious; bass is strong and vigorous…
81298,Scattered Music Papers,accessory,ground,4,B,,SS,,SS,,,A,A,,,,White,Yellow,,Troupe,Clarinet Concerto,TRUE,FALSE,FALSE,"A random note deserted in a room. Seems it was not favored by many, but she took it as treasure."
81299,Wonderful Music,accessory,left handheld,4,A,,S,,SS,,,B,A,,,,Red,Brown,,Troupe,Clarinet Concerto,TRUE,FALSE,FALSE,"After all the setbacks, she finally embraced this chance. This will be the start point of her dream."
81300,Dreamy Wings,accessory,foreground,5,A,,SS,,,A,,SS,,A,,,TBA,TBA,,Troupe,Sky Rhapsody,TRUE,TRUE,FALSE,"When the show ends, all the audience were still intoxicated that they even forgot to applaud."
81301,Stairs of Music,accessory,background,5,SS,,SS,,S,,,B,,S,,,TBA,TBA,,Troupe,Sky Rhapsody,TRUE,TRUE,FALSE,"Nikki, I had a dream. In the sky, there is a castle made of glass, bathed  in light and rhythm…'"
81302,Butterfly Fantasy,accessory,hair ornament,5,S,,SS,,,S,,SS,,A,,,White,Blue,,Troupe,Sky Rhapsody,TRUE,FALSE,FALSE,"The spotlight hits the central area of the stage, on which the violinist weave a grand dream."
81303,Violin of Sky,accessory,both handheld,5,A,,SS,,,A,,SS,,S,,,White,Blue,,Troupe,Sky Rhapsody,TRUE,FALSE,FALSE,"When light is off, close your eyes and empty your thoughts. Hear my performance and feel its beauty."
81305,Devil's Vibrato,accessory,gloves,5,A,,SS,,SS,,,S,,S,,,Blue,White,,Troupe,Sky Rhapsody,TRUE,FALSE,FALSE,"No, it's not angel's song, it's devil's quiver brought by the violinist into this world."
81306,Violin in Moonlight,accessory,necklace,5,A,,SS,,,A,,SS,,A,,,White,Silver,,Troupe,Sky Rhapsody,TRUE,FALSE,FALSE,The music is a heavenly blessing. Everyone holds breath like they don't want to break this dream.
81307,Butterfly Flower,accessory,necklace,5,S,,SS,,,S,,A,,S,,,Blue,White,,Pigeon,Ice Blue Rose,TRUE,FALSE,FALSE,"After the succession of Queen Elle, rose gradually appears in all the manors and gardens in Pigeon."
81308,Touch of Ice Blue,accessory,gloves,5,S,,SS,,,A,,SS,,A,,,White,Silver,,Pigeon,Ice Blue Rose,TRUE,FALSE,FALSE,"Ice Blue Rose symbols the ordinary but faithful love, very popular on weddings."
81309,Prosperity Flower,accessory,hair ornament,5,A,,S,,,S,,SS,,A,,,White,Brown,,Pigeon,Ice Blue Rose,TRUE,FALSE,FALSE,"The bloom of Ice Blue is at the beginning of summer, the flower is big and plump."
81310,Stars and Moon,accessory,necklace,5,SS,,S,,A,,S,,,A,,,Brown,Purple,,Troupe,Monochrome Symphony,TRUE,FALSE,FALSE,"As the fingers dance on the keys, she seems to be more brilliant than the stars in the sky."
81311,Joyful Music Notes,accessory,earrings,5,SS,,SS,,A,,A,,,S,,,Pink,Brown,,Troupe,Monochrome Symphony,TRUE,FALSE,FALSE,"When performance starts, everyone began to swirl, jump and dance in this castle."
81312,City of Music,accessory,hair ornament,5,A,,SS,,A,,,SS,,A,,,Blue,Purple,,Troupe,Monochrome Symphony,TRUE,FALSE,FALSE,"After a visual banquet, Nikki feels she returns to the city of music. How memorable!"
81313,Black and White,accessory,background,5,SS,,SS,,A,,A,,,S,,,White,Pink,,Troupe,Monochrome Symphony,TRUE,FALSE,FALSE,"When the fingers of pianist dance on the black and white keys, the music seems to alive."
81314,Secret of Violin,accessory,ground,5,SS,,SS,,A,,,A,,A,,,TBA,TBA,,Troupe,Sky Rhapsody,TRUE,TRUE,FALSE,Miracle in December is the Song of Violin--this is the title of a report in Lilith.
81315,Operation Glasses,accessory,face accessory,5,A,,SS,,S,,A,,A,,,,Brown,White,,North,Winter Battlefield,TRUE,FALSE,FALSE,She spent so much time studying every war and her eyesight is going down.
81316,Operation Army Cap,accessory,hair ornament,5,S,,SS,,A,,,A,B,,Army,,Blue,White,,North,Winter Battlefield,TRUE,FALSE,FALSE,"The war broke out, and it's a chance for her. The position Chief of Staff was born."
81317,Sure Victory,accessory,gloves,5,,S,S,,B,,A,,B,,,,White,Silver,,North,Winter Battlefield,TRUE,FALSE,FALSE,Study the wars and offer commanders her suggestions. She did what many couldn't do.
81318,Operation Map,accessory,left handheld,5,A,,S,,SS,,A,,B,,Army,,Brown,White,,North,Winter Battlefield,TRUE,FALSE,FALSE,Every war is a choice of living and death. Research is her way to victory.
81319,Sniper Rifle,accessory,right handheld,5,B,,A,,S,,S,,,A,Army,,Silver,Black,,North,Fiery Front,TRUE,FALSE,FALSE,"Every general has its own specialty, as they all go through real wars."
81320,Gust by Axe,accessory,hair ornament,5,A,,SS,,S,,A,,,B,Army,,Brown,White,,North,Fiery Front,TRUE,FALSE,FALSE,"Only the final victory will define a commander. And by that, her ability should not be doubted."
81321,Command with Ease,accessory,gloves,5,A,,B,,S,,S,,A,,,,Pink,Black,,North,Fiery Front,TRUE,FALSE,FALSE,"She's learning all the time, studying every strategy ever existed."
81322,Lonely Eagle,accessory,hair ornament,5,,S,S,,A,,,B,,A,,,Brown,,,Wasteland,Golden Sunshine,TRUE,FALSE,FALSE,"From time to time, you can see a lonely eagle in the sky, fearless like the people on this land."
81323,Magnificent Wilderness,accessory,necklace,5,,S,,S,,B,,A,,A,Traditional,Bohemia,Brown,White,,Wasteland,Golden Sunshine,TRUE,FALSE,FALSE,A delicate necklace made by beautiful stones on the wasteland.
81324,Plaid Fashion,accessory,right handheld,5,A,,S,,A,,,S,,A,Traditional,Bohemia,Brown,Yellow,,Wasteland,Golden Sunshine,TRUE,FALSE,FALSE,The blue plaid pattern has become the necessary element in designer's hands.
81325,Concerto of Melody,accessory,hair ornament,5,,S,S,,,B,,A,,A,Britain,,Red,Black,,Festivals,Youth Poem,TRUE,FALSE,FALSE,Scarlet round top hat made of goat skin is suitable for various occasions.
81326,Stave,accessory,face accessory,5,A,,,S,,S,,B,,B,,,Brown,Black,,Festivals,Youth Poem,TRUE,FALSE,FALSE,This kind of smooth unique black frame is favored by Nikki very much.
81327,Moonlight Serenade,coat,coat,5,,S,S,,,A,,B,A,,,,Silver,White,,Festivals,Youth Poem,TRUE,FALSE,FALSE,Ribbon with shimmer like shiny moonlight.
81328,Aria of Morning Glory,accessory,right handheld,5,A,,S,,B,,,S,,B,,,Silver,Yellow,,Festivals,Youth Poem,TRUE,FALSE,FALSE,Cute and elegant youth is the aria of life.
81329,Fall of Fresh Dew,accessory,hair ornament,5,S,,S,,,A,,A,,A,Floral,,White,Brown,,Pigeon,Sweet Breeze,TRUE,FALSE,FALSE,"When I stand before him, the breeze on my face, I cannot help smiling."
81330,Purse of Cracked Egg,accessory,brooch,5,,A,,S,,S,,A,,A,Animal,Lolita,Orange,White,,Festivals,Gifty's Adventure,TRUE,FALSE,FALSE,Gifty was confused why everyone has his answer. What on earth is happiness?
81331,Gifty Parasols,accessory,left handheld,5,B,,,S,,S,,A,,B,Animal,Lolita,White,Orange,,Festivals,Gifty's Adventure,TRUE,FALSE,FALSE,Gifty returns home and asked mother the again. She said it's definitely a day without kids around.
81332,Ginkgo Pray,accessory,veil,5,A,,S,,SS,,A,,A,,Britain,,Brown,Blue,,Gallery,Limited Late Autumn,TRUE,FALSE,FALSE,"The season of falling leaves will end soon, and I hope to spend all the autumns with you."
81334,Wings of Tomorrow,accessory,wing,5,S,,SS,,A,,A,,,A,,,Brown,Orange,,Pigeon,Wings of Steam,TRUE,TRUE,FALSE,The skilled hands elegantly move among the gears and gradually the lad's mech-wings forms.
81335,Air Turbulence,accessory,hair ornament,5,A,,A,,SS,,SS,,,A,,,Brown,White,,Pigeon,Wings of Steam,TRUE,FALSE,FALSE,"The lad desire to conquer the sky made himself a steam aircraft, but it's out of control!"
81336,Time Pause,accessory,scarf,5,S,,SS,,SS,,S,,,S,European,,White,Brown,,Pigeon,Wings of Steam,TRUE,FALSE,FALSE,The falling lad found himself stopped by a magic shield. He looked at Celine with her mech wings.
81337,Perfecting,accessory,gloves,5,S,,S,,SS,,S,,,A,European,,White,Brown,,Pigeon,Wings of Steam,TRUE,FALSE,TRUE,Then Celine got a new minion. The stubborn boy wants to know how that wings were made.
81338,Umbrella Memory,accessory,hair ornament,5,SS,,S,,S,,,SS,,A,Modern China,,Blue,White,,Cloud,Umbrella Memory,TRUE,FALSE,FALSE,"Kiln fell and Creek's half body was under the stone, her hand still holding the material."
81339,Pink Knot Hairband,accessory,hair ornament,5,A,,A,,,SS,,SS,,S,,,White,Pink,,Pigeon,Anna's Party,TRUE,FALSE,FALSE,"Deep inside the Pigeon Forest, Miss Anna surprisingly found that elves held a part ball for her."
81340,Pink Knot Choker,accessory,necklace,5,SS,,SS,,,A,,A,,A,European,,White,Brown,,Pigeon,Anna's Party,TRUE,FALSE,FALSE,Miss Anna dances in the night ball…Fireworms fly around her like stars around the moon.
81341,Pink Knot Gloves,accessory,gloves,5,S,,A,,,SS,,SS,,S,,,White,Pink,,Pigeon,Anna's Party,TRUE,FALSE,FALSE,"With the bell of midnight, the endo f ball came. It's just a part. No doubt they will meet again."
81342,Story of Collection,accessory,gloves,5,SS,,SS,,A,,A,,,S,European,,Brown,White,,Pigeon,Crystal Lady,TRUE,FALSE,TRUE,"Leah's husband is a famous crystal ball craftsman, and thus Lisa became a crystal ball collector."
81343,Grievous Waiting,accessory,veil,5,SS,,SS,,A,,S,,,S,European,,Brown,Red,,Pigeon,Crystal Lady,TRUE,FALSE,FALSE,"Once, Leah lost the info about her husband and then came the news of his partner's death."
81344,Stay Safe,accessory,necklace,5,SS,,SS,,A,,A,,,S,European,,Brown,Red,,Pigeon,Crystal Lady,TRUE,FALSE,FALSE,"Luckily, her husband returned in one piece."
81345,Rose Mask,accessory,hair ornament,5,A,,SS,,SS,,A,,,A,Evening Gown,European,Black,Red,,Pigeon,Magnificent Flower,TRUE,FALSE,FALSE,"Only in the midnight, the rose will blossom."
81346,Rose Dance,accessory,left handheld,5,SS,,SS,,A,,S,,,A,,,Red,Purple,,Pigeon,Magnificent Flower,TRUE,FALSE,FALSE,The dress designed from Midnight Shadow became famous overnight. She was then called Ms. Red Rose.
81347,Soft Pink Choker,accessory,necklace,5,,A,,A,,SS,,SS,,A,,,Pink,White,,,,FALSE,FALSE,FALSE,A warm embrace gives warmth throughout the whole winter.
81348,Warm Heart Companion,accessory,earrings,5,,A,,SS,,SS,,B,,A,,,White,Brown,,,,FALSE,FALSE,FALSE,Nikki won this pair of sweet-heart earrings at a circus lottery draw. Looks pretty!
81349,Goofy Face,accessory,right handheld,4,A,,,A,,SS,,SS,A,,Animal,Lolita,Pink,White,,,,FALSE,FALSE,FALSE,"The alpaca's face is goofy, yet cute and innocent. Momo spent whole night adoring it."
81350,Warm Companion,accessory,gloves,4,A,,,A,,SS,,S,A,,Lolita,,White,Brown,,,,FALSE,FALSE,FALSE,"A sleeveless dress may make your arms feel cold, then the design adds the long gloves as remedy…"
81351,Fireflies,accessory,right handheld,3,A,,S,,,B,,S,,A,,,Blue,White,,,,FALSE,FALSE,FALSE,Cloud astrologers call the meteor Firefly as they are so intangible.
81352,Embrace,accessory,hair ornament,3,,S,S,,,A,,B,,A,,,White,Blue,,,,FALSE,FALSE,FALSE,The seemingly common headwear is made of silver. And the colors go so well with Nikki's hairstyle.
81353,Shining,accessory,right hand ornament,3,A,,S,,,A,,S,,A,,,Silver,Pink,,,,FALSE,FALSE,FALSE,"Bracelet of the starry sky, attractive but not exaggerated. Matches everything well."
81354,Lonely Star,accessory,necklace,3,,S,S,,,A,,B,,A,,,Purple,White,,,,FALSE,FALSE,FALSE,Many scientists in Apple and Ruin Island try to prove they are not lonely.
81355,Midnight Hat,accessory,veil,3,,S,S,,B,,B,,,B,Gothic,,Black,Silver,,Gallery,Evening Gown,TRUE,FALSE,FALSE,"Sis, why are you tying your hat onto your head? In case it gets blew away~"
81356,Macchiato Art,accessory,hair ornament,3,A,,,S,,S,,B,,B,,,Brown,Pink,,Gallery,Cream Waffles,TRUE,FALSE,FALSE,"Every Wednesday, he would come to have a Macchiato, and today I made one with a heart pattern."
81357,Pigeon Crest,accessory,hair ornament,3,B,,A,,,S,,S,,A,Floral,,Green,White,,Gallery,Elves among Flowers,TRUE,FALSE,FALSE,"Leading a reclusive lifestyle, the diligent and kind-hearted elves are like the speckless crystal."
81358,Budding Beauty,accessory,hair ornament,3,B,,A,,,S,,S,,B,Chinese Classical,,Green,White,,Gallery,Blooming Girl,TRUE,FALSE,FALSE,"A decade later, the little daughter has become an adorable girl."
81359,Shining Necklace,accessory,hair ornament,5,SS,,SS,,S,,,A,,A,European,,Brown,Yellow,,Story Suits,Cloud's Smile,TRUE,FALSE,FALSE,The poetry book made of leaves is the gift from Keller. It's the best gift Evelyn has ever seen.
81360,Polestar Lens,accessory,face accessory,5,SS,,SS,,S,,S,,A,,Britain,,Brown,White,,Story Suits,Stellar Atlas,TRUE,FALSE,FALSE,"Abner talked with the girl. He wants to share the starry sky with her, and so does she."
81361,Polestar Glasses,accessory,face accessory,5,A,,,SS,,SS,,A,,A,,,Blue,White,,Story Suits,Galactic Classics,TRUE,FALSE,FALSE,"When the comet passes, it took Renee's heart away. She wants to seize it not only in memory."
81362,Star Grass,accessory,hair ornament,5,A,,,S,,SS,,SS,,A,,,White,Blue,,Story Suits,Galactic Classics,TRUE,FALSE,FALSE,Observatory appears in the mind of Renee. She just wants to watch the stars using the telescope.
81363,Star Atlas Manual,accessory,right handheld,5,A,,SS,,,A,,SS,,A,,,Brown,White,,Story Suits,Galactic Classics,TRUE,FALSE,FALSE,Renee decides to explore the secrets of the stars. The urge has taken her.
81364,Ladder for Research,accessory,background,5,,SS,SS,,A,,,S,,A,,,White,Red,,,,FALSE,FALSE,FALSE,"The Milky Way is like gorgeous cloth in this world, and the stars are the diamonds on it."
81365,Flute of Pleasure,accessory,right handheld,5,S,,SS,,S,,,SS,,A,,,Green,White,,Story Suits,Flute's Thoughts,TRUE,FALSE,FALSE,"She said, every time she heard the flute, she feels like floating among the clouds."
81366,Lanterns of Destiny,accessory,foreground,5,A,,,SS,,SS,,S,,A,,,TBA,TBA,,Story Suits,Lantern Wish,TRUE,TRUE,FALSE,"Heard that to write down your dream on the lantern and release it, and the dream will come true."
81367,Flowers in Summer,accessory,hair ornament,5,A,,SS,,A,,,SS,,A,Chinese Classical,,Blue,Brown,,Story Suits,Lantern Wish,TRUE,FALSE,FALSE,"Another year came, and she is a kid no more. Clever as usual, but she now has a demure manner."
81368,Butterfly Lock,accessory,necklace,5,A,,SS,,A,,,SS,,S,Chinese Classical,,Brown,Blue,,Story Suits,Lantern Wish,TRUE,FALSE,FALSE,I'll wait until you return and play that Lovesick Memory for me.
81369,Swinging Pendant,accessory,hair ornament,5,SS,,SS,,A,,,A,,S,European,,Brown,Blue,,Story Suits,Wind's Whisper,TRUE,FALSE,FALSE,Maybe it's just destiny that some people cannot stay together.
81370,Ethereal Whisper,accessory,scarf,5,A,,SS,,A,,,SS,,S,,,White,Brown,,Story Suits,Wind's Whisper,TRUE,FALSE,FALSE,Evelyn finally figured it out that she has to be proactive to seize the opportunity.
81371,Leaves of Dream,accessory,right hand ornament,5,S,,SS,,SS,,,A,,A,,,Brown,Yellow,,Story Suits,Wind's Whisper,TRUE,FALSE,FALSE,"The result is not important, the progress is the only thing matters."
81372,Pendant of Dream,accessory,left hand ornament,5,S,,SS,,A,,,SS,,A,,,Yellow,,,Story Suits,Wind's Whisper,TRUE,FALSE,FALSE,The result came so abruptly that Evelyn never thinks it's so short but splendid.
81373,Encounter in Winter,accessory,scarf,5,S,,,S,,S,,A,SS,,Winter,,Silver,Brown,,Story Suits,Warmth Nearby,TRUE,FALSE,FALSE,"I still remember the day we met. In the bookshop, we both wanted the last design book."
81374,Falling with Wind,accessory,hair ornament,5,A,,,A,,SS,,A,SS,,Winter,,Red,Brown,,Story Suits,Warmth Nearby,TRUE,FALSE,FALSE,"The wind surged in the night, and leaves fell. I chose a heart-shaped leaf as a gift for you."
81375,Consonance Cellphone,accessory,left handheld,5,A,,,SS,,SS,,S,A,,,,Silver,Blue,,Story Suits,Warmth Nearby,TRUE,FALSE,FALSE,"I take out the phone and plan to call, then your call came. Maybe this is the privity."
81376,Old Station Sign,accessory,foreground,5,SS,,S,,A,,,S,S,,,,Silver,Yellow,,Story Suits,Warmth Nearby,TRUE,FALSE,FALSE,"The boy smiled, 'you little fool, you think I don't know which bus is this?'"
81377,Retro Phone Booth,accessory,foreground,5,SS,,SS,,A,,,S,A,,,,Red,Brown,,Story Suits,Bond in Distance,TRUE,FALSE,FALSE,"Alright, you hang up first…Ok, I'll hang up now!...I'm serious this time!'"
81378,Key for Heart,accessory,necklace,5,A,,S,,,SS,,SS,A,,,,Brown,White,,Story Suits,Bond in Distance,TRUE,FALSE,FALSE,I remember that you used the necklace pretending to open your chest. You want to give me your heart.
81379,Warm Sunshine,accessory,hair ornament,5,A,,,SS,,SS,,A,S,,Winter,,White,Pink,,Story Suits,Bond in Distance,TRUE,FALSE,FALSE,"I bought a new plant and maybe next time when school begins, it may blossom then!"
81380,Floating Moon Lamp,accessory,foreground,5,SSS,,SSS,,S,,S,,A,,European,,Brown,Yellow,,,,FALSE,TRUE,FALSE,Moon is the nearest celestial body to the earth. Renee and Abner chose Moon as their first target.
81381,Mountain Books·Less,accessory,foreground,5,,A,SS,,SS,,,S,,S,,,Silver,Purple,,,,FALSE,FALSE,FALSE,Maybe the only defect of the observatory in Lilith design school is that they don't bookshelf.
81382,Astronomical Telescope,accessory,foreground,5,SS,,SS,,A,,,A,,A,Britain,,Brown,White,,,,FALSE,FALSE,FALSE,"Renne rushed into the observatory, grabbed the telescope, and tried to seize the star."
81383,Magical Star Chart,accessory,background,5,SS,,S,,A,,,A,,S,European,,Silver,Brown,,,,FALSE,TRUE,FALSE,The technology of Ruin Island gives the Star Chart the magic to transform text into pictures.
81384,Constellation,accessory,foreground,5,SS,,SS,,A,,,A,,A,European,,Brown,White,,,,FALSE,FALSE,FALSE,"Ths old constellation instrument is not that accurate, but no doubt it still helps."
81385,Mountain Books·More,accessory,background,5,,A,S,,SS,,,A,,S,,,Silver,Pink,,,,FALSE,FALSE,FALSE,The books are gathering on the ground and begin to influence their research.
81386,Hologram Communicator,accessory,face accessory,5,A,,A,,SS,,SS,,,A,,,Blue,White,,Ruin,NR-001,TRUE,TRUE,FALSE,"Through the Trinity communicator, I can receive the order from master any time."
81387,Surveillance Equipment,accessory,hair ornament,5,A,,SS,,SS,,A,,,S,,,Blue,White,,Ruin,NR-001,TRUE,FALSE,FALSE,Master can see my path when I'm out of the house. Maybe I become his eyes to see the outside.
81388,Power Jet,accessory,wing,5,SS,,A,,S,,SS,,,A,,,Blue,White,,Ruin,NR-001,TRUE,TRUE,FALSE,My theoretical flight altitude is 5000 km. Luckily my master doesn't have a girlfriend.
81389,Code-0509,accessory,foreground,5,A,,,SS,,SS,,A,,S,,,TBA,TBA,,Ruin,NR-001,TRUE,TRUE,FALSE,"A popular pet in Ruin. Apart from playing cute, it has many other functions."
81390,Blossom Fan,accessory,left handheld,5,A,,SS,,SS,,,A,A,,Chinese Classical,,Brown,Yellow,,,,FALSE,FALSE,FALSE,"Following the performance group, he has traveled all over the Miraland."
81391,Butterfly Chaplet,accessory,hairpin,5,S,,SS,,A,,,S,A,,Chinese Classical,,Blue,Yellow,,Cloud,Singing Phoenix,TRUE,FALSE,FALSE,"To him, he never stops moving forward, and finally became one of the best artists in Cloud."
81392,Vintage Bookshelf,accessory,background,5,SS,,SS,,A,,S,,,A,European,,Silver,Red,,,,FALSE,FALSE,FALSE,"The school decided to purchase a bookshelf for them, but it seems useless before so many books."
81393,Star of Willing,accessory,necklace,5,A,,SS,,A,,,SS,,A,,,White,Pink,,Gallery,Flying Star Veil,TRUE,FALSE,FALSE,"The legend of the country star meets my Prince Charming, personally take me to send my love token."
81394,Flawless,accessory,gloves,5,A,,SS,,SS,,,A,,S,,,White,Pink,,Gallery,Flying Star Veil,TRUE,FALSE,FALSE,"The princess dreamed like this white dress are pure and immaculate, dreamed to meet her love and getting old together."
81395,Soft Choker,accessory,necklace,5,A,,,A,,SS,,SS,A,,,,Brown,Yellow,,,,FALSE,FALSE,FALSE,A warm embrace gives warmth throughout the whole winter.
81396,Cute Face,accessory,right handheld,4,A,,,S,,S,,SS,A,,Animal,Lolita,Blue,White,,,,FALSE,FALSE,FALSE,"The alpaca's face is goofy, yet cute and innocent. Momo spent whole night adoring it."
81397,Sweet Accompany,accessory,gloves,4,A,,,A,,SS,,SS,A,,Animal,,White,Brown,,,,FALSE,FALSE,FALSE,"A sleeveless dress may make your arms feel cold, then the design adds the long gloves as remedy…"
81398,Fireflies·Red,accessory,right handheld,3,A,,,S,,S,,B,,A,,,Red,Pink,,,,FALSE,FALSE,FALSE,Cloud astrologers call the meteor Firefly as they are so intangible.
81399,Embrace·Red,accessory,hair ornament,3,B,,,SS,,S,,B,,B,,,White,Red,,,,FALSE,FALSE,FALSE,The seemingly common headwear is made of silver. And the colors go so well with Nikki's hairstyle.
